id,name,gpa,field_of_study,financial_aid,requirements
S452C4,Colleen Bentley,3.38,Physics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S50C27,Julia Alvarez,3.78,Mathematics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S0B66F,Pamela Rice,2.29,Nursing,['Public Service Grant'],['Field of Study in Public Service']
SAA4B4,Mark Smith,3.79,Law,"[""Dean's Merit Scholarship"", 'Legal Studies Full Ride']","['GPA ≥ 3.6', 'Field of Study in Legal Studies']"
SE0252,Stephanie Johnson,3.8,Chemistry,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S78D9A,Jimmy Gonzalez,3.52,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S61BB2,Michele Hicks MD,3.14,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S00A55,Ashley Gonzalez,2.66,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S31722,Elizabeth Mills,2.86,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SFFD56,Kaitlyn Hanna,2.16,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S3B491,Jeremiah Rivera,2.97,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S59F06,Aaron Preston,2.37,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S69083,Desiree Craig,2.81,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S75449,Marcus Walter,3.83,Computer Science,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S5EEDE,Rebekah Lee,2.51,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S9B8F9,Vincent Mack,2.55,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SC18A4,Melanie Rojas,3.89,Nursing,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
SED8D0,Manuel Wells,3.84,Social Work,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
SCAF1C,Gary Anderson,2.01,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S403A9,Courtney Valencia,3.19,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SEAB35,John Jenkins,2.1,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S4A760,Sharon Hansen,2.58,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SAF806,Thomas Thomas,2.13,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S0805E,Richard Dillon,2.83,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SD4BD2,Nicholas Campbell,3.53,History,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SE678F,Nancy Baker,2.97,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SD1C11,Lisa Lowe,3.96,Statistics,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S2F024,William Reyes,2.25,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S87430,Barbara Shaffer,2.05,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S514F2,Joshua Wilson,3.81,Anthropology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
SA15F7,Kimberly Mason,3.38,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SA9C7C,Donna Farrell DVM,2.29,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S2C143,Douglas Baker,3.28,Sociology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SDAE98,Jeffrey Lawson,3.44,Physics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S1C379,Danielle Bennett,2.24,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SFB0C4,Joseph Jones,3.91,Business,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
SBEF71,Donald Young,3.83,Nursing,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
SCBB7F,Charles Ramos,3.34,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S1F892,Paula Barr,3.0,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SA6895,Allen Ramirez,3.4,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SEB6DB,Lucas Vargas,2.08,Education,['Public Service Grant'],['Field of Study in Public Service']
S68690,Michael Harris,3.08,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SD99C3,Dana Hall,3.54,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S60FC9,Kenneth Garza,3.65,English,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S891B6,Nancy Kline,2.34,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S3F5C7,Dawn Williams,2.97,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S6D79A,Courtney Short,3.46,History,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S2DF1E,Richard Matthews,2.91,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S129B1,Shannon Perez,3.28,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SB11E6,Glenn Owens,3.41,Chemistry,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S06438,Heather Russell,2.04,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S57B1C,Audrey Salazar,2.92,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S08242,Daryl Ayala,2.04,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S09404,Kevin Nelson,2.02,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S9DA76,Rachel Henry,2.85,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SA9DF1,David Daniels,2.04,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S7EADC,Nathan Morris,3.21,Biology,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SC47FB,Jack Nelson,3.96,Nursing,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
S2920A,David Gomez,2.35,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S85658,John Taylor,3.15,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S8F3DE,Kelly Martinez,3.79,Physics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
SC4CCA,Crystal Hill,3.67,Statistics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
SBA9F1,Kristin Fernandez,3.65,Law,"[""Dean's Merit Scholarship"", 'Legal Studies Full Ride']","['GPA ≥ 3.6', 'Field of Study in Legal Studies']"
S6E08B,Eric Smith,2.75,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S3322D,Jesus Kelley,3.85,English,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
S19EFB,Cynthia Martin,2.73,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S34B78,Charles Smith,3.0,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S8432F,Jeremiah Jones,2.92,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SF2E0E,Jennifer Schultz,3.48,Philosophy,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S71780,Timothy Leonard,3.86,Philosophy,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
SEABA6,Ana Russell,3.28,Computer Science,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S0D97F,Steve Lee,3.57,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S22213,Joseph Brock,3.77,Philosophy,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S7E1BE,Jamie Long,3.48,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S81C05,Darlene Ward,3.95,Physics,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
SEEF1D,Trevor Nguyen,3.45,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S4B3AA,Anita Aguilar,3.78,English,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
SFAB65,Emma Dyer,3.66,IT,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
SBB005,Amy Williams,2.51,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S68E03,Julie Clark,3.91,Biology,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
SA60B5,Brianna Hunt,2.19,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S835A2,Laura Brown,3.09,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S734C0,Rachel Leonard,3.36,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SBDB62,Chelsea King,2.33,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S66CE3,Dr. Catherine Bolton,2.11,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S4E444,Julian Morales III,3.83,Computer Science,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S97565,Kristi Moore,3.91,Paralegal,"['Presidential Scholarship', 'Legal Studies Full Ride']","['GPA ≥ 3.8', 'Field of Study in Legal Studies']"
S8A54C,Steven Cohen,2.6,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S8D2D4,Elizabeth Hudson,3.77,Engineering,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S8F2F3,Matthew Patterson,3.05,Education,['Public Service Grant'],['Field of Study in Public Service']
SB9F61,Felicia Reid,3.49,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S2E6BB,Julie Morrow,2.56,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S08969,Rebecca Pitts,2.54,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SD08A9,Mrs. Kelly Anderson,2.73,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S29EFA,Jimmy Deleon,2.19,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S29097,Katie Johnson,3.02,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S92C29,Jeffrey Perez,2.6,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S33FC4,Brian Martin,2.77,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S3821E,Crystal Cross,3.42,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S8CC57,Susan Middleton,2.7,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S731A4,Miss Julie Clark,2.09,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S7CC87,Lisa Wolf,2.52,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S59C6C,Elizabeth Robinson,2.78,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S78126,Cheryl Benton,3.19,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SD08FB,Caleb Galloway,3.45,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S1E5E8,Patricia Brown,3.5,Law,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
S9FE35,Erik Herrera,2.03,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SCDCFF,Katrina Mendoza,2.94,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S4B73E,Heather Davis,2.5,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S7B054,Elizabeth Neal,3.56,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SE3054,Desiree Delgado DDS,2.21,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SCBAAD,Danny Anderson,2.88,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SFEEE2,Rebecca Hernandez,3.42,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SE2B5C,Ashley Hodges,2.12,IT,['STEM Excellence Award'],['Field of Study in STEM']
SC883B,Johnny Pacheco,2.89,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S6E477,Maria Martin,2.99,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S77DC6,Shannon Day,3.43,Economics,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
S815F6,Emily Williams,2.97,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S5B81E,Angela Green,2.29,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S45D5B,Jordan Fitzpatrick,3.01,IT,['STEM Excellence Award'],['Field of Study in STEM']
S84BAB,Eric Small,2.96,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SFFD07,Laurie Cervantes,2.28,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S5F02E,Mckenzie Mcclure,3.48,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S1594E,Joseph Reid,3.49,Business,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
S82EF3,Karen Page,2.8,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S4B4E7,Courtney Lawson,3.34,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S43000,Keith Myers,3.63,Nursing,"[""Dean's Merit Scholarship"", 'Public Service Grant']","['GPA ≥ 3.6', 'Field of Study in Public Service']"
S467E0,Linda Miller,3.7,IT,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S85757,Clifford Mcdonald,3.28,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SFBC5C,Michelle Russo,2.56,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S27A67,Thomas Rose,2.4,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SBC288,Jeffrey Baker,2.12,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SDADEF,Steven Martinez,2.28,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S06236,Nicholas Gomez,2.72,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SBFD51,Robert Bell,2.22,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SA5484,Mark Porter DDS,3.41,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S6BFF0,Renee Hernandez,3.97,Nursing,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
S0E642,Billy Rodriguez,2.66,Nursing,['Public Service Grant'],['Field of Study in Public Service']
SD1D92,Jon Tapia,3.65,Anthropology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
S1BCCA,Robert Hamilton,3.32,Law,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
S12D90,Michael Nash,3.61,Engineering,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S24470,April Singleton,2.22,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S6B660,Anthony Johnson,3.46,Biology,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S6B361,Jessica Nguyen,3.84,Anthropology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S4B4CB,Dale Dixon,2.1,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S4D863,Sherri Dillon,3.98,Social Work,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S09E68,Patrick Walsh,2.22,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SFBC2E,Chad Harris,3.65,Music,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
SEAD11,Kevin Love,2.18,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SD9744,Brian Morton,2.79,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S3E233,Donna Parrish,3.8,Philosophy,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
S880A5,Michael Hines,3.68,Anthropology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
